"User ID";"Age Group";"Gender";"Country";"Device Type";"Subscription Plan";"Preferred Watch Time";"Top Watched Language";"Average Daily Watch Minutes";"Number of Titles Watched";"Average Episode Length (minutes)";"Account Age (Months)";"Days Since Last Login";"Average Completion Rate (%)";"Number of Rewatches";"Preferred Genre (Target Variable)"
3484;"18-24";"Female";"India";"Laptop";"Basic";"Evening";"English";224;82;31;11;7;77.28215184636667;7;"Comedy"
2651;"13-17";"Male";"Germany";"Tablet";"Basic";"Afternoon";"Hindi";60;92;38;68;24;78.68387377757301;6;"Comedy"
3815;"13-17";"Female";"Germany";"TV";"Basic";"Afternoon";"German";259;104;45;35;17;89.00117398993295;7;"Comedy"
3269;"13-17";"Male";"USA";"Mobile";"Basic";"Morning";"English";209;110;51;27;16;82.2343329217471;6;"Comedy"
3350;"18-24";"Male";"Germany";"Tablet";"Standard";"Evening";"English";260;141;42;17;28;84.03898854564471;5;"Comedy"
3451;"13-17";"Male";"Australia";"TV";"Standard";"Morning";"Japanese";177;54;47;37;14;73.05249851104196;4;"Comedy"
2878;"13-17";"Non-binary";"Australia";"TV";"Premium";"Afternoon";"Japanese";233;92;39;36;9;95.07231045124503;5;"Comedy"
3883;"13-17";"Male";"Canada";"Laptop";"Basic";"Night";"German";215;21;47;29;3;89.98288636634851;6;"Comedy"
3036;"18-24";"Female";"Germany";"Tablet";"Basic";"Evening";"German";220;38;25;3;16;72.47866503470757;9;"Comedy"
3078;"13-17";"Non-binary";"Australia";"Laptop";"Standard";"Morning";"Spanish";127;66;55;42;28;74.59586988177875;4;"Comedy"
2832;"13-17";"Female";"Canada";"Laptop";"Basic";"Morning";"Japanese";228;24;28;15;11;93.36006281701933;7;"Comedy"
3892;"13-17";"Female";"Germany";"Laptop";"Basic";"Night";"English";217;12;37;61;23;85.04812676138664;4;"Comedy"
3026;"18-24";"Female";"UK";"Tablet";"Premium";"Night";"German";148;110;35;16;19;86.4534923716822;5;"Comedy"
2679;"18-24";"Non-binary";"USA";"TV";"Premium";"Evening";"English";200;86;52;67;1;94.26755493546342;4;"Comedy"
3922;"13-17";"Female";"Germany";"TV";"Standard";"Afternoon";"German";199;61;48;33;19;84.4474419257679;9;"Comedy"
2364;"18-24";"Female";"Canada";"Laptop";"Basic";"Evening";"Spanish";177;71;37;46;20;94.9506882619617;7;"Comedy"
2910;"18-24";"Female";"USA";"Tablet";"Premium";"Night";"German";228;65;33;40;20;94.84592309685557;7;"Comedy"
3618;"13-17";"Non-binary";"Canada";"Tablet";"Basic";"Afternoon";"English";203;116;33;21;17;86.41645277067278;6;"Comedy"
3291;"13-17";"Female";"India";"Mobile";"Basic";"Morning";"Japanese";93;121;27;38;5;74.89633959394502;4;"Comedy"
2333;"13-17";"Non-binary";"Canada";"Laptop";"Basic";"Morning";"English";204;132;29;14;20;73.64154237586577;5;"Comedy"
2334;"18-24";"Non-binary";"USA";"TV";"Premium";"Afternoon";"Japanese";115;32;56;50;16;81.08936819239665;3;"Comedy"
3079;"13-17";"Male";"Canada";"Laptop";"Premium";"Afternoon";"English";88;43;48;30;29;88.44745951136218;8;"Comedy"
2299;"18-24";"Female";"Australia";"Mobile";"Standard";"Morning";"Spanish";139;68;56;30;4;91.82411359038079;7;"Comedy"
2337;"13-17";"Male";"India";"Tablet";"Basic";"Morning";"Hindi";208;19;33;35;12;89.99577446424053;9;"Comedy"
3409;"18-24";"Male";"USA";"TV";"Standard";"Afternoon";"French";62;93;38;60;11;91.29339760770692;8;"Comedy"
3235;"18-24";"Non-binary";"UK";"Mobile";"Standard";"Evening";"Hindi";211;142;41;33;8;95.79587188281405;8;"Comedy"
2947;"13-17";"Male";"Canada";"Tablet";"Premium";"Afternoon";"Japanese";108;67;51;34;28;91.83562778469371;7;"Comedy"
2973;"13-17";"Male";"UK";"Tablet";"Premium";"Evening";"Japanese";220;63;35;54;22;83.64296780415035;8;"Comedy"
3021;"13-17";"Male";"Australia";"TV";"Standard";"Morning";"French";188;17;48;36;2;79.97656618583112;5;"Comedy"
2226;"18-24";"Non-binary";"Canada";"TV";"Premium";"Evening";"Japanese";142;74;49;68;14;92.97658356557206;4;"Comedy"
2451;"18-24";"Male";"USA";"TV";"Basic";"Night";"French";183;120;26;44;4;95.48140894270794;6;"Comedy"
2382;"18-24";"Male";"Australia";"TV";"Basic";"Afternoon";"Hindi";256;67;48;44;3;86.69987401995408;8;"Comedy"
2452;"18-24";"Female";"Canada";"TV";"Standard";"Night";"German";226;96;38;54;14;93.79854045479077;5;"Comedy"
2334;"18-24";"Male";"Germany";"TV";"Standard";"Night";"Japanese";200;85;34;39;9;89.69986288823763;5;"Comedy"
2946;"13-17";"Male";"Germany";"Mobile";"Premium";"Morning";"Spanish";215;145;48;55;18;77.504910591467;9;"Comedy"
3699;"13-17";"Male";"India";"Tablet";"Basic";"Afternoon";"English";241;140;34;8;15;80.42538885142419;3;"Comedy"
2426;"13-17";"Male";"Canada";"Laptop";"Premium";"Evening";"English";258;62;56;51;18;77.21263920724577;4;"Comedy"
3226;"13-17";"Non-binary";"Australia";"TV";"Premium";"Afternoon";"Japanese";178;101;55;56;18;84.07262782453628;5;"Comedy"
3417;"13-17";"Female";"Canada";"Laptop";"Premium";"Afternoon";"Hindi";105;55;48;52;11;84.62234896178973;6;"Comedy"
2640;"18-24";"Female";"USA";"TV";"Premium";"Evening";"Japanese";151;128;44;55;11;86.08322087669293;4;"Comedy"
2606;"13-17";"Non-binary";"Canada";"TV";"Standard";"Night";"Hindi";193;63;27;69;22;97.0353157258596;8;"Comedy"
3181;"13-17";"Female";"India";"TV";"Standard";"Night";"Japanese";141;146;30;51;16;78.09230516587672;4;"Comedy"
3828;"13-17";"Female";"UK";"Tablet";"Standard";"Evening";"Spanish";275;134;41;10;18;91.8006691317834;6;"Comedy"
2924;"18-24";"Non-binary";"UK";"TV";"Standard";"Night";"Spanish";203;123;37;55;18;71.83443292703316;4;"Comedy"
2461;"13-17";"Female";"USA";"Mobile";"Basic";"Morning";"Spanish";106;67;58;43;19;85.05970713004052;6;"Comedy"
3486;"13-17";"Non-binary";"Canada";"Tablet";"Basic";"Afternoon";"German";261;113;34;41;19;80.10908171354917;9;"Comedy"
2376;"13-17";"Non-binary";"USA";"Mobile";"Basic";"Morning";"Spanish";199;63;52;29;26;82.34495376054197;6;"Comedy"
2908;"18-24";"Female";"Australia";"Tablet";"Standard";"Afternoon";"Spanish";273;54;39;8;15;83.08689911133895;6;"Comedy"
2669;"13-17";"Non-binary";"USA";"TV";"Basic";"Evening";"French";199;54;39;17;13;86.0996883925678;5;"Comedy"
2214;"18-24";"Male";"Canada";"Laptop";"Standard";"Evening";"Japanese";91;60;41;31;26;94.74515927756731;4;"Comedy"
2024;"18-24";"Female";"Canada";"Tablet";"Premium";"Night";"English";201;93;36;27;14;89.45756451205736;6;"Comedy"
3225;"18-24";"Female";"USA";"TV";"Standard";"Morning";"French";101;93;34;69;15;72.3373801748125;6;"Comedy"
2655;"13-17";"Male";"Canada";"Tablet";"Basic";"Evening";"Spanish";266;125;52;13;15;77.79330436787468;5;"Comedy"
2500;"13-17";"Non-binary";"Australia";"Laptop";"Standard";"Morning";"French";115;54;40;14;26;73.40340811290534;4;"Comedy"
2018;"18-24";"Male";"Canada";"Tablet";"Premium";"Night";"English";215;85;44;23;16;92.69824671887928;6;"Comedy"
2347;"18-24";"Female";"Canada";"TV";"Premium";"Morning";"Spanish";124;99;49;42;27;81.42012807367948;8;"Comedy"
2685;"13-17";"Male";"Canada";"Laptop";"Standard";"Night";"German";196;62;42;46;2;81.72343426296047;5;"Comedy"
3100;"13-17";"Non-binary";"Australia";"Mobile";"Standard";"Morning";"French";130;29;51;57;9;89.84610215863944;8;"Comedy"
3407;"13-17";"Female";"UK";"Mobile";"Standard";"Afternoon";"French";143;77;28;52;26;70.34377153379506;6;"Comedy"
2478;"13-17";"Non-binary";"Australia";"Laptop";"Premium";"Afternoon";"Japanese";137;82;56;48;17;79.60372616652508;6;"Comedy"
2818;"13-17";"Female";"India";"Laptop";"Premium";"Morning";"French";152;107;55;30;6;86.36281033768;7;"Comedy"
3198;"18-24";"Male";"UK";"Tablet";"Premium";"Evening";"German";153;133;55;15;19;86.53576586957723;5;"Comedy"
3688;"18-24";"Female";"Canada";"Tablet";"Premium";"Morning";"French";219;22;46;15;4;77.83473630470672;5;"Comedy"
2708;"13-17";"Male";"Canada";"Laptop";"Premium";"Evening";"Japanese";92;82;44;35;26;87.91432940126802;5;"Comedy"
2728;"13-17";"Non-binary";"Canada";"TV";"Standard";"Evening";"English";261;89;51;43;15;83.78695543100861;8;"Comedy"
2226;"13-17";"Female";"Canada";"Tablet";"Premium";"Morning";"French";96;82;33;65;20;80.27066249537506;7;"Comedy"
3043;"18-24";"Male";"India";"TV";"Standard";"Morning";"French";102;128;31;52;13;80.34735682845206;4;"Comedy"
3240;"18-24";"Non-binary";"Australia";"Tablet";"Standard";"Evening";"Spanish";236;21;33;25;10;96.25802824140357;5;"Comedy"
3279;"13-17";"Male";"Canada";"Laptop";"Basic";"Night";"English";239;36;43;33;8;90.17119437772372;6;"Comedy"
2618;"13-17";"Non-binary";"USA";"Mobile";"Premium";"Afternoon";"Spanish";233;29;29;34;16;76.04848322726754;5;"Comedy"
2795;"18-24";"Non-binary";"USA";"TV";"Premium";"Evening";"Japanese";220;62;48;63;13;92.50162517694527;4;"Comedy"
2834;"13-17";"Male";"Canada";"Laptop";"Premium";"Evening";"Hindi";207;79;54;44;11;80.05357689209463;3;"Comedy"
2853;"18-24";"Male";"Canada";"Laptop";"Standard";"Afternoon";"English";106;101;39;40;1;89.38525233009902;8;"Comedy"
3266;"18-24";"Non-binary";"Australia";"Mobile";"Standard";"Evening";"French";164;82;32;68;9;97.59208099915254;6;"Comedy"
2721;"13-17";"Female";"Canada";"Mobile";"Standard";"Afternoon";"Japanese";140;64;49;53;20;71.32575588691311;3;"Comedy"
2433;"18-24";"Male";"USA";"TV";"Standard";"Night";"German";220;48;33;58;15;82.84953222461908;5;"Comedy"
2824;"13-17";"Non-binary";"USA";"Mobile";"Standard";"Afternoon";"Spanish";213;146;44;25;1;73.38153933011182;5;"Comedy"
3007;"13-17";"Male";"India";"Mobile";"Premium";"Morning";"English";270;94;45;29;11;81.59686643767975;5;"Comedy"
2257;"18-24";"Male";"Australia";"Mobile";"Standard";"Night";"German";224;88;32;50;23;85.98446154499699;3;"Comedy"
3401;"13-17";"Female";"Canada";"Tablet";"Basic";"Evening";"Japanese";130;23;27;43;4;76.39988587128892;5;"Comedy"
3206;"18-24";"Female";"UK";"TV";"Basic";"Night";"Spanish";69;12;41;52;24;82.32946115431207;9;"Comedy"
2712;"13-17";"Non-binary";"USA";"TV";"Standard";"Morning";"Japanese";164;59;34;31;21;84.35106103979606;6;"Comedy"
3629;"13-17";"Non-binary";"Germany";"Tablet";"Basic";"Evening";"German";147;112;38;52;24;77.12086616803235;8;"Comedy"
3937;"18-24";"Non-binary";"UK";"Laptop";"Standard";"Evening";"Japanese";106;25;41;38;7;88.56467531456495;5;"Comedy"
2802;"13-17";"Non-binary";"USA";"Mobile";"Premium";"Afternoon";"Hindi";215;142;33;15;17;92.21702381854868;5;"Comedy"
2248;"18-24";"Female";"India";"Tablet";"Premium";"Morning";"Japanese";197;120;52;13;28;82.63805516111822;6;"Comedy"
2103;"18-24";"Male";"India";"Tablet";"Premium";"Night";"Spanish";95;122;49;13;4;97.19198413059141;6;"Comedy"
2389;"13-17";"Male";"Canada";"Laptop";"Premium";"Morning";"German";158;138;39;18;24;98.40274628172003;4;"Comedy"
2589;"18-24";"Female";"Australia";"Mobile";"Standard";"Evening";"Spanish";92;68;56;42;4;85.09457670767442;6;"Comedy"
3677;"13-17";"Non-binary";"Canada";"Mobile";"Standard";"Night";"Hindi";237;13;35;43;6;82.91047298729885;7;"Comedy"
3589;"18-24";"Non-binary";"Canada";"TV";"Standard";"Evening";"Hindi";179;52;31;66;15;91.80733316962282;6;"Comedy"
2506;"18-24";"Male";"India";"Mobile";"Standard";"Evening";"French";63;130;41;43;11;82.42963442771195;4;"Comedy"
3008;"18-24";"Male";"Canada";"Laptop";"Premium";"Afternoon";"French";246;75;42;11;17;89.11853611740061;7;"Comedy"
3805;"18-24";"Female";"UK";"Tablet";"Standard";"Evening";"Spanish";154;62;46;16;23;87.35636025095936;5;"Comedy"
2396;"18-24";"Male";"Canada";"Tablet";"Standard";"Morning";"English";156;83;31;46;25;88.26814425825758;3;"Comedy"
2045;"13-17";"Female";"Australia";"Mobile";"Premium";"Morning";"German";163;112;35;0;21;88.3231970633668;4;"Comedy"
3584;"13-17";"Male";"India";"Tablet";"Basic";"Afternoon";"French";217;145;53;17;12;96.566515071252;4;"Comedy"
2212;"13-17";"Non-binary";"India";"Tablet";"Premium";"Afternoon";"Japanese";266;123;29;40;10;92.07780559395017;4;"Comedy"
2318;"13-17";"Non-binary";"Canada";"TV";"Premium";"Night";"Hindi";134;44;40;63;17;96.80000536846477;8;"Comedy"
2575;"18-24";"Female";"India";"TV";"Standard";"Night";"Spanish";149;141;35;10;20;92.61864121299136;7;"Comedy"
2405;"13-17";"Non-binary";"USA";"TV";"Premium";"Afternoon";"Japanese";130;25;39;33;16;78.93163736916048;7;"Comedy"
2651;"18-24";"Non-binary";"UK";"Mobile";"Standard";"Morning";"German";202;132;47;24;17;96.33501150573385;6;"Comedy"
2937;"13-17";"Female";"India";"Laptop";"Premium";"Night";"German";202;112;33;65;23;83.55827865396282;6;"Comedy"
3419;"13-17";"Male";"Germany";"TV";"Basic";"Afternoon";"English";76;59;38;38;19;79.61063940591009;8;"Comedy"
2760;"13-17";"Male";"Canada";"TV";"Premium";"Morning";"Japanese";106;90;46;37;8;79.88702149951354;6;"Comedy"
2381;"13-17";"Male";"Canada";"Laptop";"Premium";"Evening";"Japanese";102;87;47;49;22;85.19796751316039;5;"Comedy"
3736;"18-24";"Female";"USA";"TV";"Standard";"Night";"German";221;66;47;49;9;96.49286440684018;9;"Comedy"
2216;"13-17";"Female";"USA";"Mobile";"Basic";"Afternoon";"Hindi";65;105;39;51;28;81.6313386723435;5;"Comedy"
2725;"13-17";"Non-binary";"India";"Mobile";"Basic";"Night";"German";190;30;50;64;21;80.93722926996325;7;"Comedy"
2802;"13-17";"Male";"Canada";"Laptop";"Standard";"Evening";"English";265;88;57;58;15;79.1804454024111;9;"Comedy"
3225;"13-17";"Female";"India";"Laptop";"Standard";"Evening";"German";136;50;38;14;20;76.60723143046212;4;"Comedy"
2195;"13-17";"Female";"USA";"Mobile";"Basic";"Morning";"Hindi";120;99;50;37;28;76.28490691080312;6;"Comedy"
2545;"18-24";"Male";"Canada";"Laptop";"Premium";"Evening";"Japanese";96;98;41;30;27;86.93738605012956;6;"Comedy"
3598;"18-24";"Non-binary";"UK";"Laptop";"Standard";"Evening";"German";115;54;31;4;19;91.70994760708678;4;"Comedy"
2992;"18-24";"Male";"Australia";"TV";"Basic";"Afternoon";"French";198;95;33;52;8;88.73396313289773;9;"Comedy"
2361;"13-17";"Male";"Canada";"Laptop";"Premium";"Afternoon";"Hindi";250;105;33;23;21;86.40482256287115;8;"Comedy"
3717;"13-17";"Female";"UK";"Tablet";"Basic";"Evening";"French";211;26;29;8;23;93.14672989358533;5;"Comedy"
2729;"13-17";"Non-binary";"USA";"Laptop";"Basic";"Morning";"Spanish";116;101;53;33;19;88.99537573783563;6;"Comedy"
2226;"13-17";"Female";"Germany";"Tablet";"Basic";"Afternoon";"Hindi";61;107;38;64;26;82.59086358583497;6;"Comedy"
3022;"18-24";"Female";"USA";"Tablet";"Basic";"Evening";"Japanese";183;32;25;1;8;76.19995030216327;8;"Comedy"
2559;"13-17";"Female";"Australia";"Laptop";"Premium";"Evening";"Japanese";171;76;37;51;22;79.85283736705505;8;"Comedy"
3317;"18-24";"Non-binary";"Canada";"Tablet";"Premium";"Night";"German";125;94;45;20;0;77.18813823760789;9;"Comedy"
3605;"18-24";"Non-binary";"Canada";"TV";"Standard";"Evening";"Hindi";155;73;27;25;17;93.01285851936744;7;"Comedy"
2580;"18-24";"Female";"Canada";"Tablet";"Basic";"Night";"Japanese";230;26;41;63;9;85.61592291894887;9;"Comedy"
2340;"13-17";"Male";"India";"Laptop";"Premium";"Morning";"German";131;142;40;18;25;93.42589975069498;4;"Comedy"
2191;"13-17";"Female";"USA";"Mobile";"Basic";"Morning";"Hindi";81;101;39;38;27;82.02060181892854;5;"Comedy"
3858;"13-17";"Male";"Canada";"TV";"Standard";"Morning";"French";121;111;29;23;7;78.98694477553872;5;"Comedy"
3232;"13-17";"Non-binary";"USA";"Mobile";"Basic";"Morning";"Spanish";238;34;48;29;18;80.01199776156768;3;"Comedy"
3297;"13-17";"Male";"Australia";"Mobile";"Premium";"Morning";"English";270;62;30;0;8;82.73528367294429;6;"Comedy"
3064;"18-24";"Male";"UK";"Mobile";"Standard";"Morning";"Spanish";203;20;30;40;12;79.47271192839331;7;"Comedy"
3405;"18-24";"Female";"UK";"TV";"Basic";"Night";"French";63;72;49;15;22;77.19616622996894;8;"Comedy"
2686;"18-24";"Male";"Australia";"Mobile";"Basic";"Afternoon";"Hindi";242;97;54;4;7;83.63007728764701;4;"Comedy"
3634;"13-17";"Female";"Germany";"Mobile";"Premium";"Evening";"Hindi";153;99;51;68;14;90.67538849264906;7;"Comedy"
2145;"13-17";"Female";"Canada";"Tablet";"Premium";"Morning";"French";103;87;33;65;14;80.13950520588149;7;"Comedy"
3121;"13-17";"Male";"Germany";"Mobile";"Premium";"Morning";"Japanese";171;88;46;37;18;86.6090619406823;8;"Comedy"
2241;"18-24";"Male";"Canada";"Tablet";"Basic";"Afternoon";"Japanese";87;76;40;12;7;95.91805547683626;6;"Comedy"
2425;"13-17";"Non-binary";"Canada";"Laptop";"Standard";"Morning";"Spanish";218;46;32;4;19;81.72184027610326;9;"Comedy"
3566;"13-17";"Non-binary";"Canada";"Laptop";"Premium";"Night";"Hindi";141;71;56;55;10;81.596385113239;7;"Comedy"
3073;"13-17";"Female";"Canada";"Mobile";"Basic";"Night";"Japanese";131;72;46;34;20;84.82475602016294;3;"Comedy"
3242;"18-24";"Non-binary";"Germany";"Tablet";"Standard";"Evening";"English";238;143;53;27;28;78.48563464509941;6;"Comedy"
2995;"18-24";"Female";"Germany";"Tablet";"Basic";"Evening";"German";182;89;25;22;17;71.84945184986813;9;"Comedy"
2821;"13-17";"Male";"India";"TV";"Standard";"Morning";"Spanish";75;129;38;24;17;87.08748428368341;4;"Comedy"
2564;"18-24";"Male";"USA";"Tablet";"Basic";"Morning";"English";109;31;48;32;15;84.63186900519254;6;"Comedy"
2167;"13-17";"Female";"India";"Laptop";"Basic";"Night";"Spanish";105;111;47;62;21;91.64327373580016;5;"Comedy"
3714;"13-17";"Non-binary";"UK";"Mobile";"Standard";"Afternoon";"French";143;68;51;56;23;71.44508409374706;6;"Comedy"
2721;"13-17";"Male";"Canada";"Laptop";"Basic";"Evening";"Japanese";207;22;34;22;3;90.92981800065509;7;"Comedy"
3944;"13-17";"Female";"Canada";"TV";"Standard";"Afternoon";"German";230;112;48;50;11;95.4765560261763;5;"Comedy"
3415;"13-17";"Female";"India";"Mobile";"Basic";"Evening";"French";98;31;46;42;2;90.73619407891387;4;"Comedy"
2033;"18-24";"Female";"Canada";"Tablet";"Premium";"Night";"German";200;70;47;31;15;83.08047727807025;6;"Comedy"
3971;"13-17";"Male";"Canada";"Laptop";"Premium";"Night";"Spanish";185;78;48;60;8;91.92598765133108;7;"Comedy"
2520;"13-17";"Female";"USA";"TV";"Standard";"Morning";"Japanese";97;114;56;22;15;73.44201714786887;6;"Comedy"
2617;"13-17";"Non-binary";"Australia";"TV";"Premium";"Night";"French";154;98;41;14;25;91.16393460618295;4;"Comedy"
2370;"13-17";"Female";"USA";"TV";"Basic";"Evening";"English";163;66;37;13;4;73.47517177747191;8;"Comedy"
3372;"13-17";"Non-binary";"Canada";"Laptop";"Premium";"Night";"Hindi";146;46;45;57;10;86.47237152147659;6;"Comedy"
3319;"18-24";"Non-binary";"Canada";"Tablet";"Basic";"Morning";"Hindi";86;110;45;15;8;89.69676986979098;7;"Comedy"
3660;"13-17";"Non-binary";"UK";"TV";"Standard";"Afternoon";"English";165;61;42;52;3;72.70728342244526;8;"Comedy"
3885;"18-24";"Non-binary";"Australia";"Mobile";"Standard";"Evening";"Japanese";188;63;29;52;21;97.11713889140417;6;"Comedy"
3149;"13-17";"Non-binary";"Canada";"TV";"Basic";"Evening";"English";269;78;56;12;4;80.13759107790567;8;"Comedy"
3134;"18-24";"Non-binary";"Canada";"Mobile";"Premium";"Evening";"Spanish";87;31;35;36;20;72.50216621604297;9;"Comedy"
3020;"18-24";"Non-binary";"Australia";"Laptop";"Standard";"Evening";"Hindi";245;41;35;15;7;82.77612115185725;3;"Comedy"
2770;"13-17";"Non-binary";"India";"Tablet";"Basic";"Morning";"Hindi";234;21;38;31;7;83.86933235554375;7;"Comedy"
3662;"18-24";"Female";"India";"Tablet";"Premium";"Morning";"Japanese";179;133;55;13;22;85.67821618077828;5;"Comedy"
3283;"13-17";"Male";"India";"Tablet";"Basic";"Afternoon";"Japanese";250;144;46;47;9;85.91539515895552;3;"Comedy"
3162;"18-24";"Female";"India";"TV";"Basic";"Night";"English";77;15;48;49;25;80.94236426436129;7;"Comedy"
2474;"18-24";"Female";"Canada";"Mobile";"Standard";"Evening";"Spanish";187;28;44;38;16;95.37711360991598;7;"Comedy"
3079;"13-17";"Male";"Germany";"Mobile";"Premium";"Morning";"German";212;137;48;53;18;77.41244953407495;8;"Comedy"
3392;"13-17";"Female";"India";"TV";"Premium";"Evening";"Hindi";165;126;36;53;6;97.54571499998731;8;"Comedy"
2463;"18-24";"Male";"India";"TV";"Basic";"Morning";"Hindi";172;111;44;46;15;98.12112713930297;5;"Comedy"
3799;"18-24";"Non-binary";"India";"TV";"Standard";"Night";"Spanish";182;79;46;28;19;80.263567677456;7;"Comedy"
2945;"13-17";"Male";"India";"Mobile";"Basic";"Morning";"English";225;106;52;28;14;87.72569180864777;5;"Comedy"
3925;"18-24";"Female";"UK";"Tablet";"Standard";"Night";"German";175;126;53;42;12;95.3505961934106;3;"Comedy"
3175;"18-24";"Male";"USA";"Tablet";"Standard";"Afternoon";"German";86;17;53;40;21;90.56574629545871;3;"Comedy"
3878;"13-17";"Female";"Australia";"TV";"Standard";"Evening";"Spanish";199;133;55;53;24;91.92531246986475;9;"Comedy"
3911;"18-24";"Female";"Canada";"TV";"Standard";"Night";"Spanish";232;116;37;46;17;89.584076814699;5;"Comedy"
3109;"18-24";"Male";"UK";"TV";"Standard";"Morning";"Japanese";166;15;35;42;9;73.66488254700387;5;"Comedy"
3666;"13-17";"Male";"UK";"Tablet";"Premium";"Afternoon";"Japanese";201;51;53;32;24;89.35817776126045;7;"Comedy"
3584;"13-17";"Female";"India";"TV";"Premium";"Evening";"Hindi";173;117;50;52;19;88.89539114028506;6;"Comedy"
2647;"18-24";"Non-binary";"USA";"TV";"Premium";"Morning";"Japanese";184;108;37;56;12;79.31340123247418;4;"Comedy"
2372;"18-24";"Non-binary";"Canada";"Tablet";"Premium";"Night";"Spanish";172;93;38;16;3;86.32573595187742;6;"Comedy"
2719;"18-24";"Female";"Germany";"Laptop";"Basic";"Afternoon";"French";58;93;58;54;21;78.31753010077458;4;"Comedy"
2883;"13-17";"Non-binary";"India";"Laptop";"Basic";"Morning";"English";89;133;26;50;24;74.10207054022364;3;"Comedy"
3074;"13-17";"Female";"UK";"TV";"Basic";"Morning";"Japanese";207;108;31;68;8;72.52602101659515;4;"Comedy"
